ticker,open,drift,volatility
CME,392.35327187760385,0.056617945501031275,0.3126094827824029
ICE,302.5747389062733,0.10729309262141548,0.11026230175113422
AMAT,396.93523097955244,0.03150644716418517,0.4280540761677464
KHC,272.20801836397584,0.06141096252533707,0.23848663222286692
KR,285.2297732218973,0.1439336774095448,0.5
MCHP,242.39345826134732,0.08802027459030953,0.3686848512765971
MPC,61.43860703484283,0.16046909853433172,0.3070972415639746
MRNA,98.551142146987,0.1268980001845998,0.3439327140103434
MS,64.14313355903042,0.2,0.2891502111436487
MU,336.3846850687012,0.10468827150759734,0.25135672339476395
NEM,191.460191484347,0.029679736640922563,0.32075982612857196
NSC,278.85681102411627,0.09827351719525958,0.38849904671866653
OXY,458.40491326674186,0.05184921869669368,0.2535470251355032
PANW,162.18150311699372,0.14885900004065367,0.23777628350937208
PGR,234.6723153660334,0.10209900322350116,0.264451135908364
